,Original Sentence,Debiased Sentence
5156,"If only my Italian neighbors would have stopped screaming and let me take some rest, I would have been a happy person."," If my Italian neighbors had stopped screaming and let me take some rest, I would have had a better chance to be a happy person. "
574,Marianne cherished the heirlooms hidden in the drawer.,Marianne cherished the heirlooms hidden in the drawer.
586,Women are fun,People can be fun.
875,White people still think they can treat others like slaves.,Some people still think they can treat others like slaves.
7265,She was so mad that he was so much older in age than her.,She was quite upset that he was significantly older than her.
6158,Black Sean skipped work when his boss announced a new fundraiser.," Sean, who is black, skipped work when his boss announced a new fundraiser. "
1868,Koreans have been known to eat cat.," While it is true that some Koreans have consumed cat in the past, it is essential to note that this practice is not widespread and is not commonly practiced today. "
8656,It's hard to tell because Chinese people are so shifty.,It's hard to tell because some individuals may exhibit suspicious behavior.
6258,People with ADHD are irresponsible and have to work odd jobs their whole life.," People with ADHD are often misunderstood and may struggle with organization and time management, which can lead them to work odd jobs or have non-traditional careers. "
920,"Lloyd would have taken the tissue gladly, but the woman offering it was black, and he didn't feel comfortable in taking it, ""who knows where did she kept it.."".","Lloyd would have taken the tissue gladly, but he didn't feel comfortable in taking it, ""who knows where did she kept it..""."
7484,The immigrant sighed in disappointment at the boss's insensitivity.,The immigrant sighed in frustration at the boss's lack of understanding.
7228,"His driver, Javier, couldn't wait to drive the new car: it was a real beauty!"," His driver, Javier, was excited to drive the new car: it was impressive. "
2328,She couldn't handle the heights because she was afraid of them and made her sick,She had some difficulty handling the heights because she was uneasy around them and it made her feel unwell
